"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"08:43, 26.05","Danh Vo","38141","(Danish, born Vietnam 1975)","(Danish)","-1975","0","(Male)","2009","Late-nineteenth-century chandelier","Dimensions variable","Gift of the Contemporary Arts Council of The Museum of Modern Art and the Fund for the Twenty-First Century","394.201","Sculpture","Painting & Sculpture","########","Y","135979","http://www.moma.org/collection/works/135979","http://www.moma.org/media/W1siZiIsIjIzNzQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09dd3989d5bf1093","","","","","","","","",""
"Democracies","Artur Zmijewski","30660","(Polish, born 1966)","(Polish)","-1966","0","(Male)","2009","Twenty-channel high-definition video (color, sound)","146 min.","Fund for the Twenty-First Century","383.201","Installation","Media and Performance","########","Y","136086","http://www.moma.org/collection/works/136086","http://www.moma.org/media/W1siZiIsIjIwMzEwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=499c40051938f880","","","","","","","","","8760"
"The Fallen Butler","George Condo","1210","(American, born 1957)","(American)","-1957","0","(Male)","Dec-09","Oil and pastel on linen","78 x 76"" (198.1 x 193 cm)","Gift of Adam Kimmel","387.201","Painting","Painting & Sculpture","########","Y","136183","http://www.moma.org/collection/works/136183","http://www.moma.org/media/W1siZiIsIjE5OTAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=01ef604790b48235","","0","","198.1204","","","193.0404","",""
"From Line","Lee Ufan","6835","(Korean, born 1936)","(Korean)","-1936","0","(Male)","1974","Oil on canvas","71 1/2 x 89 3/8"" (181.6 x 227 cm)","Committee on Painting and Sculpture Funds","392.201","Painting","Painting & Sculpture","########","Y","136184","http://www.moma.org/collection/works/136184","http://www.moma.org/media/W1siZiIsIjI3OTAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9e0b67058ae9b91","","0","","181.6104","","","227.013","",""
"Wall Wailing","Marlene Dumas","7521","(South African, born 1953)","(South African)","-1953","0","(Female)","2009","Oil on canvas","70 7/8 x 118 1/8"" (180 x 300 cm)","Gift of the Mitzi and Warren Eisenberg Family Foundation","388.201","Painting","Painting & Sculpture","########","Y","137427","http://www.moma.org/collection/works/137427","http://www.moma.org/media/W1siZiIsIjE4NDk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da462438d6b56958","","","","180.0229","","","300.0381","",""
"Untitled","Robert Barry","352","(American, born 1936)","(American)","-1936","0","(Male)","Aug-67","Synthetic polymer paint on canvas on wood, in four parts","Each wood square 3 x 3"" (7.6 x 7.6 cm), overall 60 x 60"" (152.4 x 152.4 cm)","The Seth Siegelaub Collection. Gift of James Thrall Soby (by exchange)","384.201","Painting","Painting & Sculpture","########","Y","137429","http://www.moma.org/collection/works/137429","http://www.moma.org/media/W1siZiIsIjI5ODczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=98dd76ecad1dd545","","","","7.620015","","","7.620015","",""
"Untitled","Robert Barry","352","(American, born 1936)","(American)","-1936","0","(Male)","1968","Stainless steel and nylon monofilament","Overall dimensions variable","The Seth Siegelaub Collection. Gift of James Thrall Soby (by exchange)","385.201","Sculpture","Painting & Sculpture","########","Y","137430","http://www.moma.org/collection/works/137430","http://www.moma.org/media/W1siZiIsIjI5ODczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=104e587f23e01490","","","","","","","","",""
"88mc Carrier Wave (FM)","Robert Barry","352","(American, born 1936)","(American)","-1936","0","(Male)","Oct-68","FM radio waves","Dimensions variable","Gift of Seth Siegelaub and the Stichting Egress Foundation, Amsterdam","386.201","Sculpture","Painting & Sculpture","########","Y","137431","http://www.moma.org/collection/works/137431","","","","","","","","","",""
"Yellow Wheel with Orange Border","Lawrence Weiner","6288","(American, 1942â€“2021)","(American)","-1942","-2021","(Male)","1963","Synthetic polymer paint and newspaper on board","6 5/8 x 6"" (16.8 x 15.2 cm)","The Seth Siegelaub Collection. Gift of James Thrall Soby (by exchange)","396.201","Painting","Painting & Sculpture","########","Y","137433","http://www.moma.org/collection/works/137433","http://www.moma.org/media/W1siZiIsIjI5MjQ2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c449b92a65577329","","0","","16.82753","","","15.24003","",""
"Title Unknown","Lawrence Weiner","6288","(American, 1942â€“2021)","(American)","-1942","-2021","(Male)","1965","Synthetic polymer paint and sawdust on canvas","22 x 24 1/2"" (55.9 x 62.2 cm)","Gift of Seth Siegelaub and the Stichting Egress Foundation, Amsterdam","397.201","Painting","Painting & Sculpture","########","Y","137435","http://www.moma.org/collection/works/137435","http://www.moma.org/media/W1siZiIsIjI5MjQ2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88a9854fb70790e8","","0","","55.88011","","","62.23012","",""
"A WALL PITTED BY A SINGLE AIR RIFLE SHOT","Lawrence Weiner","6288","(American, 1942â€“2021)","(American)","-1942","-2021","(Male)","1969","LANGUAGE + THE MATERIALS REFERRED TO","Dimensions variable","The Seth Siegelaub Collection. Gift of James Thrall Soby (by exchange)","400.201","Sculpture","Painting & Sculpture","########","Y","137436","http://www.moma.org/collection/works/137436","http://www.moma.org/media/W1siZiIsIjI0NjM2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=89e12043f67050df","","","","","","","","",""
"A 36"" X 36"" REMOVAL TO THE LATHING OR SUPPORT WALL OF PLASTER OR WALLBOARD FROM A WALL","Lawrence Weiner","6288","(American, 1942â€“2021)","(American)","-1942","-2021","(Male)","1968","LANGUAGE + THE MATERIALS REFERRED TO","Dimensions variable","Gift of Seth Siegelaub and the Stichting Egress Foundation, Amsterdam","398.201","Sculpture","Painting & Sculpture","########","Y","137437","http://www.moma.org/collection/works/137437","http://www.moma.org/media/W1siZiIsIjQyMTk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=489761b1673034a8","","","","21.59004","","","27.94006","",""
"Titled (Art as Idea as Idea) The Word ""Definition""","Joseph Kosuth","3228","(American, born 1945)","(American)","-1945","0","(Male)","1966-68","Mounted photographic enlargement of the dictionary definition of ""definition""","57 x 57"" (144.8 x 144.8 cm)","Gift of Seth Siegelaub and the Stichting Egress Foundation, Amsterdam","391.201","Painting","Painting & Sculpture","########","Y","137438","http://www.moma.org/collection/works/137438","http://www.moma.org/media/W1siZiIsIjI0NzAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b36b4b8d64db603","","0","","144.7803","","","144.7803","",""
"GLOSS WHITE LACQUER, SPRAYED FOR 2 MINUTES AT 40LB PRESSURE DIRECTLY","Lawrence Weiner","6288","(American, 1942â€“2021)","(American)","-1942","-2021","(Male)","1968","LANGUAGE + THE MATERIALS REFERRED TO","Dimensions variable","The Seth Siegelaub Collection. Gift of James Thrall Soby (by exchange)","399.201","Sculpture","Painting & Sculpture","########","Y","137487","http://www.moma.org/collection/works/137487","http://www.moma.org/media/W1siZiIsIjI5MjQ2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9d43f03e57a8d94","","0","","21.59004","","","27.94006","",""
"Untitled","Elad Lassry","38028","(Israeli, born 1977)","(Israeli)","-1977","0","(Male)","2009","16mm film (color, silent)","11:40 min.","Gift of the Bronzini Vender Family","775.2016","Film","Media and Performance","########","N","138502","","","","","","","","","","","700"
"Lament of the Images","Alfredo Jaar","7477","(Chilean, born 1956)","(Chilean)","-1956","0","(Male)","2002","Plexiglass text panels (texts by David Levi Strauss), light wall, and mixed media","Each text panel 23 x 20"" (58.4 x 50.8 cm), light wall 6 x 12' (182.9 x 365.8 cm). Overall dimensions variable","Latin American and Caribbean Fund","390.201","Installation","Painting & Sculpture","########","Y","138623","http://www.moma.org/collection/works/138623","http://www.moma.org/media/W1siZiIsIjE5NjIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78f7e87a86e366be","","","","58.42012","","","50.8001","",""
"Opus 1981/Andante Desesperato","Alfredo Jaar","7477","(Chilean, born 1956)","(Chilean)","-1956","0","(Male)","1981","Monitor, DVD player, video with sound (duration 7' 15""), pedestal, framed photograph by Susan Meiselas [""Sandinista Barricade"" (1979), edition 1/6], and framed photograph of original video cassette label","Dimensions variable","Gift of Evelyne Meynard","389.201","Sculpture","Painting & Sculpture","########","Y","138624","http://www.moma.org/collection/works/138624","http://www.moma.org/media/W1siZiIsIjE5NjIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09d6c141766330bb","","","","","","","","",""
"Room with Chairs and Factory","Mark Manders","25182","(Dutch, born 1968)","(Dutch)","-1968","0","(Male)","2002-08","Wood, iron, rubber, painted epoxy, painted ceramic, painted canvas, painted wig, chair, and offset print on paper","Overall approximately 10' 5 1/4"" x 7' 10 1/2"" x 13' 3 1/2"" (318.1 x 240 x 405.1 cm)","Committee on Painting and Sculpture Funds","393.201","Sculpture","Painting & Sculpture","########","Y","138625","http://www.moma.org/collection/works/138625","http://www.moma.org/media/W1siZiIsIjE5MDk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=772f0fc7c6ecd116","","405.1308","","318.1356","","","240.0305","",""
"Cooking Crystals","Tunga","38518","(Brazilian, 1952â€“2016)","(Brazilian)","-1952","0","(Male)","2006-2009","Iron posts and tripods, steel nets and springs, magnets, glass, crystals, stainless steel platters, silicone, and colored water","Overall approximately 11' 5 7/8"" x 11' 5 7/8"" x 10' 6"" (350 x 350 x 320 cm)","Purchased with funds provided by Andrea and JosÃ© Olympio da Veiga Pereira, Bernardo Paz, Ivo Vel Kos, and the Latin American and Caribbean Fund","53.2011","Sculpture","Painting & Sculpture","########","Y","139409","http://www.moma.org/collection/works/139409","http://www.moma.org/media/W1siZiIsIjE5MzcyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8fd522b266a675dc","","320.0406","","350.0445","","","350.0445","",""
"Untitled","Trisha Donnelly","33913","(American, born 1974)","(American)","-1974","0","(Female)","2010","Nero portoro","6 1/2 x 70 1/2 x 23 5/8"" (16.5 x 179.1 x 59.9 cm)","The Pat Hearn and Colin de Land Acquisition Fund and the Goldberg Contemporary Art Fund","546.201","Sculpture","Painting & Sculpture","########","Y","140129","http://www.moma.org/collection/works/140129","http://www.moma.org/media/W1siZiIsIjE5NDY3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f07118936c2eac24","","59.94412","","16.51003","","","179.0704","",""
"Untitled","Trisha Donnelly","33913","(American, born 1974)","(American)","-1974","0","(Female)","2010","Audio file, 2:15-minute loop","","The Pat Hearn and Colin de Land Acquisition Fund and the Goldberg Contemporary Art Fund","547.201","Audio","Painting & Sculpture","########","Y","140131","http://www.moma.org/collection/works/140131","http://www.moma.org/media/W1siZiIsIjM4MTI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc702f54db9d6f0b","","","","","","","","",""
"Untitled","Trisha Donnelly","33913","(American, born 1974)","(American)","-1974","0","(Female)","2010","RC print","Sheet 10 x 8"" (25.4 x 20.3 cm), image 7 1/2 x 7 1/2"" (19.1 x 19.1 cm)","The Pat Hearn and Colin de Land Acquisition Fund and the Goldberg Contemporary Art Fund","548.201","Photograph","Painting & Sculpture","########","Y","140132","http://www.moma.org/collection/works/140132","http://www.moma.org/media/W1siZiIsIjE5NDY3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4dac437b3c953531","","","","25.40005","","","20.32004","",""
"Patagonia, November","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2003","Oil on canvas on wood, two panels","9 5/8 x 3 3/4"" (24.5 x 9.5 cm)","Gift of Volkswagen of America","111.2011.2","Installation","Media and Performance","########","Y","140159","http://www.moma.org/collection/works/140159","http://www.moma.org/media/W1siZiIsIjIyNjIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d86f275d452de457","","0","","24.5","","","9.5","",""
"Untitled","Laddie John Dill","1545","(American, born 1943)","(American)","-1943","0","(Male)","1969","Sand, soil, gravel, plate glass, and argon tubing","Dimensions variable","Marguerite K. Stone Bequest (by exchange)","545.201","Installation","Painting & Sculpture","########","Y","140162","http://www.moma.org/collection/works/140162","http://www.moma.org/media/W1siZiIsIjE5NDg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b6f337091a42b9c","","","","","","","","",""
"Triple Disk Red Metal Flake - Black Edge","De Wain Valentine","38549","(American, 1936â€“2022)","(American)","-1936","-2022","(Male)","1966","Fiberglass reinforced polyester","62 x 65 x 85"" (157.5 x 165.1 x 215.9 cm)","Gift of Marie-JosÃ©e and Henry R. Kravis","550.201","Sculpture","Painting & Sculpture","########","Y","140163","http://www.moma.org/collection/works/140163","http://www.moma.org/media/W1siZiIsIjE5NDg0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=25af65e5f9c8e520","","215.9004","","157.4803","","","165.1003","",""
"City Night","Norman Lewis","3524","(American, 1909â€“1979)","(American)","-1909","-1979","(Male)","1949","Oil on wood","24 x 18"" (61 x 45.7 cm)","Gift of Marie-JosÃ©e and Henry R. Kravis","549.201","Painting","Painting & Sculpture","########","Y","140169","http://www.moma.org/collection/works/140169","http://www.moma.org/media/W1siZiIsIjMzMzM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a620ef9ff211bdbf","","0","","60.96012","","","45.72009","",""
"Untitled","Dorothy Dehner","1467","(American, 1901â€“1994)","(American)","-1901","-1994","(Female)","1959","Bronze","4 x 37 1/4 x 7"" (10.2 x 94.6 x 17.8 cm)","Committee on Painting and Sculpture funds and partial gift of the Dorothy Dehner Foundation for the Visual Arts","543.201","Sculpture","Painting & Sculpture","########","Y","140332","http://www.moma.org/collection/works/140332","http://www.moma.org/media/W1siZiIsIjE5NDk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=171e0c9c8c8f9ae5","","17.78004","","10.16002","","","94.61519","",""
"Encounter","Dorothy Dehner","1467","(American, 1901â€“1994)","(American)","-1901","-1994","(Female)","1969","Bronze, six parts","Each 50 x 7 x 7"" (127 x 17.8 x 17.8 cm), 40 x 6 x 6"" (101.6 x 15.2 x 15.2 cm), 39 x 5 x 5"" (99.1 x 12.7 x 12.7 cm), 38 x 4 1/2 x 4 1/2"" (96.5 x 11.4 x 11.4 cm), 27 1/2 x 5 x 4 1/2"" (69.9 x 12.7 x 11.4 cm), and 14 1/2 x 5 x 4"" (36.8 x 12.7 x 10.2 cm)

","Committee on Painting and Sculpture Funds and partial gift of the Dorothy Dehner Foundation for the Visual Arts","544.2010.a-f","Sculpture","Painting & Sculpture","########","Y","140333","http://www.moma.org/collection/works/140333","http://www.moma.org/media/W1siZiIsIjE5NDk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eab8b03f92289acc","","17.78004","","127.0003","","","17.78004","",""
"Academy","Cy Twombly","5988","(American, 1928â€“2011)","(American)","-1928","-2011","(Male)","New York 1955","Oil-based house paint, pencil, colored pencil, and pastel on canvas","75 1/4 x 94 7/8"" (191.1 x 241 cm)","Mary Sisler bequest, Richard S. Zeisler bequest, and gift of Mrs. Sam A. Lewisohn (all by exchange)","1054.201","Painting","Painting & Sculpture","########","Y","140482","http://www.moma.org/collection/works/140482","http://www.moma.org/media/W1siZiIsIjI0NzExMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9daacc61b2729f74","","0","","191.1354","","","240.983","",""
"1. Werksatz","Franz Erhard Walther","7662","(German, born 1939)","(German)","-1939","0","(Male)","1963-69","Fabric, 58 pieces","Dimensions variable","Scott Burton Fund","1060.2010.1-58","Sculpture","Painting & Sculpture","########","Y","141011","http://www.moma.org/collection/works/141011","http://www.moma.org/media/W1siZiIsIjE5OTkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cabab63ac5a7d402","","","","","","","","",""
"Bitches Brew","Jutta Koether","36973","(German, born 1958)","(German)","-1958","0","(Female)","2010","Acrylic on canvas, applied materials, and transparent epoxy","36 x 44"" (91.4 x 111.8 cm)","The Pat Hearn and Colin de Land Acquisition Fund","1045.201","Painting","Painting & Sculpture","########","Y","142585","http://www.moma.org/collection/works/142585","http://www.moma.org/media/W1siZiIsIjQyNzQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=160f66d818f278fc","","0","","91.44018","","","111.7602","",""
"Siberian Salt Grinder","Jack Whitten","6351","(American, 1939â€“2018)","(American)","-1939","-2018","(Male)","1974","Acrylic on canvas","6' 8"" x 50"" (203.2 x 127 cm)","Nina and Gordon Bunshaft Fund and The Friends of Education of The Museum of Modern Art","1061.201","Painting","Painting & Sculpture","########","Y","142586","http://www.moma.org/collection/works/142586","http://www.moma.org/media/W1siZiIsIjMwNjcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=600facf960faf94b","","","","203.2004","","","127.0003","",""
"Fox/Mouse/Belt","Mark Manders","25182","(Dutch, born 1968)","(Dutch)","-1968","0","(Male)","1992 (cast 2007)","Painted bronze, and belt","6 x 15 x 44"" (15.2 x 38.1 x 111.8 cm)","Gift of the artist","1046.201","Sculpture","Painting & Sculpture","########","Y","142587","http://www.moma.org/collection/works/142587","http://www.moma.org/media/W1siZiIsIjIwMDA5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e09057d15226ce3","","111.7602","","15.24003","","","38.10008","",""
"Igitur","Charline von Heyl","28846","(German, born 1960)","(German)","-1960","0","(Female)","2008","Acrylic on canvas","6' 10"" x 6' 2"" x 1 1/2"" (208.3 x 188 x 3.8 cm)","Enid A. Haupt Fund and The Contemporary Arts Council of The Museum of Modern Art","1044.201","Painting","Painting & Sculpture","########","Y","142588","http://www.moma.org/collection/works/142588","http://www.moma.org/media/W1siZiIsIjI5MDUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=636e6bdbda55a857","","3.810008","","208.2804","","","187.9604","",""
"Drawing and Painting","Jennifer Bartlett","357","(American, 1941â€“2022)","(American)","-1941","-2022","(Female)","1974","Enamel and baked enamel on steel plate, 78 units","Each 12 x 12"" (30.5 x 30.5 cm), overall 155 x 155"" (393.7 x 393.7 cm)","Gift of Paula Cooper","1043.201","Painting","Painting & Sculpture","########","Y","142589","http://www.moma.org/collection/works/142589","http://www.moma.org/media/W1siZiIsIjIwMDA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afd5452065cf30df","","0","","30.48006","","","30.48006","",""
"Yielding Stone","Gabriel Orozco","7461","(Mexican, born 1962)","(Mexican)","-1962","0","(Male)","1992","Plasticine","14 1/2 x 15 1/2 x 16"" (36.8 x 39.4 x 40.6 cm)","Nina and Gordon Bunshaft Fund","1047.201","Sculpture","Painting & Sculpture","########","Y","142595","http://www.moma.org/collection/works/142595","http://www.moma.org/media/W1siZiIsIjI0MjQ5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b7f7ec16b37bc0c3","","40.64008","","36.83007","","","39.37008","",""
"Empty Shoe Box","Gabriel Orozco","7461","(Mexican, born 1962)","(Mexican)","-1962","0","(Male)","1993","Shoe box","4 7/8 x 13 x 8 1/2"" (12.4 x 33 x 21.6 cm)","Nina and Gordon Bunshaft Fund","1048.201","Sculpture","Painting & Sculpture","########","Y","142596","http://www.moma.org/collection/works/142596","http://www.moma.org/media/W1siZiIsIjMwNDk2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b763e828e5154f53","","21.59004","","12.38252","","","33.02007","",""
